         87054601 function calls (85851824 primitive calls) in 16.283 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 platform.py:929(release)
        1    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:11(DeprecatedTzFormatWarning)
        1    0.000    0.000    0.000    0.000 base.py:251(_AEADDecryptionContext)
        1    0.000    0.000    0.000    0.000 request.py:898(HTTPPasswordMgrWithDefaultRealm)
        3    0.000    0.000    0.000    0.000 settings.py:112(server_selector)
        1    0.000    0.000    0.000    0.000 exception.py:117(UnexpectedEnd)
        1    0.000    0.000    0.000    0.000 exceptions.py:42(AmbiguousTimeError)
        2    0.000    0.000    0.000    0.000 _parser.py:99(checklookbehindgroup)
        1    0.000    0.000    0.000    0.000 six.py:382(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:812(__init__)
        1    0.000    0.000    0.000    0.000 message.py:734(ChainingResult)
        1    0.000    0.000    0.000    0.000 read_preferences.py:198(min_wire_version)
        1    0.000    0.000    0.000    0.000 transaction.py:78(AlreadyEnded)
        1    0.000    0.000    0.000    0.000 pytables.py:3260(FrameFixed)
        2    0.000    0.000    0.000    0.000 server.py:229(pool)
        1    0.000    0.000    0.000    0.000 client_session.py:924(_pinned_address)
        1    0.000    0.000    0.000    0.000 hello.py:141(min_wire_version)
        1    0.000    0.000    0.000    0.000 socket.py:211(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 contextlib.py:425(__init__)
        1    0.000    0.000    0.000    0.000 collation.py:78(CollationCaseFirst)
        1    0.000    0.000    0.000    0.000 cursor.py:493(__check_okay_to_chain)
        1    0.000    0.000    0.000    0.000 _globals.py:33(ModuleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 exceptions.py:168(URLSchemeUnknown)
        1    0.000    0.000    0.000    0.000 ops.py:1350(FrameSplitter)
        1    0.000    0.000    0.000    0.000 message.py:759(QueryMessage)
        1    0.000    0.000    0.000    0.000 general_name.py:22(UnsupportedGeneralNameType)
        1    0.000    0.000    0.000    0.000 core.py:155(MaskError)
        1    0.000    0.000    0.000    0.000 read_preferences.py:599(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 six.py:402(Module_six_moves_urllib_request)
        3    0.000    0.000    0.000    0.000 mongo_client.py:1139(options)
        1    0.000    0.000    0.000    0.000 __init__.py:251(c_bool)
        2    0.000    0.000    0.000    0.000 server_description.py:215(is_readable)
        2    0.000    0.000    0.000    0.000 pool.py:1438(_raise_if_not_ready)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:78(_LoadSparseSeries)
        1    0.000    0.000    0.000    0.000 ops.py:517(Div)
        1    0.000    0.000    0.000    0.000 {built-in method select.poll}
        1    0.000    0.000    0.000    0.000 threading.py:1400(_MainThread)
        1    0.000    0.000    0.000    0.000 indexing.py:2445(_iAtIndexer)
        1    0.000    0.000    0.000    0.000 blocks.py:1924(NumericBlock)
        1    0.000    0.000    0.000    0.000 ttl.py:30(BadTTL)
        2    0.000    0.000    0.000    0.000 {method '__getitem__' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 exceptions.py:53(NonExistentTimeError)
        1    0.000    0.000    0.000    0.000 multiarray.py:1071(copyto)
        1    0.000    0.000    0.000    0.000 pool.py:1129(PoolState)
        1    0.000    0.000    0.000    0.000 resolver.py:131(YXDOMAIN)
        1    0.000    0.000    0.000    0.000 hello.py:124(replica_set_name)
        1    0.000    0.000    0.000    0.000 client_session.py:210(causal_consistency)
        2    0.000    0.000    0.000    0.000 expr.py:169(_is_type)
        1    0.000    0.000    0.000    0.000 __init__.py:246(c_void_p)
        1    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 zipfile.py:641(LZMADecompressor)
        3    0.000    0.000    0.000    0.000 pool.py:420(pause_enabled)
        1    0.000    0.000    0.000    0.000 common.py:906(_read_preference_for)
        1    0.000    0.000    0.000    0.000 accessors.py:479(CombinedDatetimelikeProperties)
        1    0.000    0.000    0.000    0.000 __init__.py:277(SettingWithCopyError)
        1    0.000    0.000    0.000    0.000 hashes.py:63(ExtendableOutputFunction)
        1    0.000    0.000    0.000    0.000 monitoring.py:1406(enabled_for_commands)
        1    0.000    0.000    0.000    0.000 _exceptions.py:118(TooHardError)
        1    0.000    0.000    0.000    0.000 topology.py:863(_ErrorContext)
        1    0.000    0.000    0.000    0.000 exception.py:109(FormError)
        1    0.000    0.000    0.000    0.000 request.py:1641(DataHandler)
        1    0.000    0.000    0.000    0.000 _endian.py:34(_swapped_struct_meta)
        1    0.000    0.000    0.000    0.000 request.py:641(HTTPDefaultErrorHandler)
        1    0.000    0.000    0.000    0.000 _iotools.py:437(ConversionWarning)
        1    0.000    0.000    0.000    0.000 tarfile.py:267(TarError)
        1    0.000    0.000    0.000    0.000 __init__.py:202(c_longdouble)
        1    0.000    0.000    0.000    0.000 tokenizer.py:39(UngetBufferFull)
        1    0.000    0.000    0.000    0.000 errors.py:8(MessageError)
        1    0.000    0.000    0.000    0.000 threading.py:1001(_set_ident)
        1    0.000    0.000    0.000    0.000 pathlib.py:325(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 opcode.py:44(UnknownOpcode)
        1    0.000    0.000    0.000    0.000 idna.py:218(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 utils.py:16(CryptographyDeprecationWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:16(IntCastingNaNError)
        1    0.000    0.000    0.000    0.000 socks.py:155(SOCKSHTTPSConnectionPool)
        1    0.000    0.000    0.000    0.000 response.py:73(GzipDecoderState)
        1    0.000    0.000    0.000    0.000 __init__.py:395(PyperclipWindowsException)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath._set_madvise_hugepage}
        3    0.000    0.000    0.000    0.000 settings.py:92(pool_options)
        1    0.000    0.000    0.000    0.000 ipaddress.py:20(AddressValueError)
        1    0.000    0.000    0.000    0.000 parser.py:126(BytesHeaderParser)
        2    0.000    0.000    0.000    0.000 functools.py:741(is_related)
        1    0.000    0.000    0.000    0.000 exceptions.py:120(ReadTimeoutError)
        3    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 pathlib.py:331(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 transaction.py:70(DeleteNotExact)
        1    0.000    0.000    0.000    0.000 __init__.py:230(c_byte)
        1    0.000    0.000    0.000    0.000 __init__.py:186(c_int)
        1    0.000    0.000    0.000    0.000 __init__.py:190(c_uint)
        1    0.000    0.000    0.000    0.000 exceptions.py:178(ResponseError)
        1    0.000    0.000    0.000    0.000 utils.py:51(Endianness)
        1    0.000    0.000    0.000    0.000 message.py:48(TrailingJunk)
        1    0.000    0.000    0.000    0.000 __init__.py:261(c_wchar)
        1    0.000    0.000    0.000    0.000 multiarray.py:148(concatenate)
        1    0.000    0.000    0.000    0.000 inspect.py:505(isbuiltin)
        1    0.000    0.000    0.000    0.000 sql.py:1285(BaseEngine)
        1    0.000    0.000    0.000    0.000 base.py:462(__init__)
        1    0.000    0.000    0.000    0.000 core.py:17(IDNABidiError)
        1    0.000    0.000    0.000    0.000 __init__.py:415(dev)
        1    0.000    0.000    0.000    0.000 client.py:1514(LineTooLong)
        1    0.000    0.000    0.000    0.000 format.py:1648(ExtensionArrayFormatter)
        1    0.000    0.000    0.000    0.000 __init__.py:173(c_long)
        1    0.000    0.000    0.000    0.000 __init__.py:235(c_char)
        2    0.000    0.000    0.000    0.000 {method 'appendleft' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:198(c_double)
        1    0.000    0.000    0.000    0.000 zonefile.py:37(UnknownOrigin)
        1    0.000    0.000    0.000    0.000 modes.py:157(ECB)
        1    0.000    0.000    0.000    0.000 message.py:308(reset)
        1    0.000    0.000    0.000    0.000 info.py:1047(SeriesTableBuilderNonVerbose)
        1    0.000    0.000    0.000    0.000 exceptions.py:286(ProxySchemeUnknown)
        1    0.000    0.000    0.000    0.000 ec.py:190(SECT571R1)
        1    0.000    0.000    0.000    0.000 server_api.py:88(ServerApiVersion)
        1    0.000    0.000    0.000    0.000 errors.py:18(BSONError)
        1    0.000    0.000    0.000    0.000 format.py:1609(IntArrayFormatter)
        1    0.000    0.000    0.000    0.000 request.py:1416(UnknownHandler)
        3    0.000    0.000    0.000    0.000 pool.py:391(max_pool_size)
        1    0.000    0.000    0.000    0.000 threading.py:798(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 dataclasses.py:1063(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:823(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:177(c_ulong)
        1    0.000    0.000    0.000    0.000 topology.py:444(max_cluster_time)
        1    0.000    0.000    0.000    0.000 hashes.py:138(SHA256)
        1    0.000    0.000    0.000    0.000 shutil.py:64(SameFileError)
        1    0.000    0.000    0.000    0.000 datetimelike.py:154(InvalidComparison)
        1    0.000    0.000    0.000    0.000 exceptions.py:312(HeaderParsingError)
        1    0.000    0.000    0.000    0.000 config_init.py:745(register_plotting_backend_cb)
        1    0.000    0.000    0.000    0.000 exceptions.py:8(HTTPError)
        2    0.000    0.000    0.000    0.000 settings.py:84(replica_set_name)
        1    0.000    0.000    0.000    0.000 tz_util.py:41(utcoffset)
        1    0.000    0.000    0.000    0.000 hello.py:111(tags)
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
        1    0.000    0.000    0.000    0.000 __init__.py:194(c_float)
        1    0.000    0.000    0.000    0.000 name.py:49(EmptyLabel)
        1    0.000    0.000    0.000    0.000 zone.py:962(ImmutableVersion)
        1    0.000    0.000    0.000    0.000 pathlib.py:1398(WindowsPath)
        1    0.000    0.000    0.000    0.000 read_concern.py:40(level)
        1    0.000    0.000    0.000    0.000 binary.py:337(subtype)
        1    0.000    0.000    0.000    0.000 topology.py:400(get_server_by_address)
        1    0.000    0.000    0.000    0.000 shutil.py:61(Error)
        2    0.000    0.000    0.000    0.000 settings.py:116(heartbeat_frequency)
        1    0.000    0.000    0.000    0.000 six.py:953(add_metaclass)
        1    0.000    0.000    0.000    0.000 message.py:84(NotQueryResponse)
        1    0.000    0.000    0.000    0.000 client.py:1507(BadStatusLine)
        1    0.000    0.000    0.000    0.000 pathlib.py:347(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 tz.py:627(<listcomp>)
        1    0.000    0.000    0.000    0.000 ec.py:200(SECT283R1)
        2    0.000    0.000    0.000    0.000 client_options.py:241(pool_options)
        1    0.000    0.000    0.000    0.000 core.py:22(InvalidCodepoint)
        1    0.000    0.000    0.000    0.000 rdataset.py:35(DifferingCovers)
        1    0.000    0.000    0.000    0.000 exceptions.py:39(AlreadyFinalized)
        1    0.000    0.000    0.000    0.000 hashes.py:258(SM3)
        2    0.000    0.000    0.000    0.000 {method 'gettimeout' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 _serialization.py:58(KeySerializationEncryption)
        1    0.000    0.000    0.000    0.000 response.py:58(from_command)
        1    0.000    0.000    0.000    0.000 monitoring.py:214(_EventListener)
        1    0.000    0.000    0.000    0.000 parse.py:323(SplitResult)
        1    0.000    0.000    0.000    0.000 tsig.py:45(BadAlgorithm)
        1    0.000    0.000    0.000    0.000 exceptions.py:77(MaxRetryError)
        1    0.000    0.000    0.000    0.000 tsig.py:50(PeerError)
        1    0.000    0.000    0.000    0.000 auth.py:529(_X509Context)
        1    0.000    0.000    0.000    0.000 format.py:1825(Datetime64TZFormatter)
        1    0.000    0.000    0.000    0.000 pathlib.py:844(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 exceptions.py:45(HTTPError)
        3    0.000    0.000    0.000    0.000 pool.py:413(max_connecting)
        1    0.000    0.000    0.000    0.000 errors.py:315(InvalidOperation)
        1    0.000    0.000    0.000    0.000 connection.py:557(DummyConnection)
        1    0.000    0.000    0.000    0.000 tsig.py:30(BadTime)
        1    0.000    0.000    0.000    0.000 hashes.py:156(SHA3_224)
        1    0.000    0.000    0.000    0.000 monitoring.py:822(PoolReadyEvent)
        1    0.000    0.000    0.000    0.000 socks.py:151(SOCKSHTTPConnectionPool)
        1    0.000    0.000    0.000    0.000 collation.py:65(CollationMaxVariable)
        1    0.000    0.000    0.000    0.000 exceptions.py:95(HostChangedError)
        1    0.000    0.000    0.000    0.000 utils.py:46(InterfaceNotImplemented)
        1    0.000    0.000    0.000    0.000 _endian.py:35(_swapped_union_meta)
        1    0.000    0.000    0.000    0.000 six.py:243(_MovedItems)
        1    0.000    0.000    0.000    0.000 pool.py:1105(get)
        1    0.000    0.000    0.000    0.000 exceptions.py:134(NewConnectionError)
        1    0.000    0.000    0.000    0.000 errors.py:362(_OperationCancelled)
        1    0.000    0.000    0.000    0.000 pytables.py:389(UnaryOp)
        1    0.000    0.000    0.000    0.000 parse.py:328(ParseResult)
        1    0.000    0.000    0.000    0.000 hello.py:149(set_version)
        1    0.000    0.000    0.000    0.000 monitoring.py:866(PoolClosedEvent)
        1    0.000    0.000    0.000    0.000 parse.py:347(ParseResultBytes)
        2    0.000    0.000    0.000    0.000 tz_util.py:47(dst)
        1    0.000    0.000    0.000    0.000 __init__.py:22(NullFrequencyError)
        1    0.000    0.000    0.000    0.000 parse.py:334(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 legacy.py:90(CharsetDetector)
        1    0.000    0.000    0.000    0.000 codec_options.py:97(TypeCodec)
        1    0.000    0.000    0.000    0.000 hashes.py:120(SHA512_224)
        1    0.000    0.000    0.000    0.000 {built-in method sys.getdefaultencoding}
